uid,base_price,special_price,ap_start_date,ap_end_date,duration,service_name,service_caption,service_group_name,service_pricing_id,created_date,updated_date,appointment_id,final_price,deleted,booking_id,extra_time
119,25,20,2025-07-11 18:15:00,2025-07-11 18:30:00,15,High Bikini (Hot Wax),,"",1243,2025-07-11 11:55:59.517314,2025-07-11 11:55:59.517314,353929,20,f,146169,
113,45,45,2025-07-11 13:00:00,2025-07-11 14:00:00,60,Wash & Blowdry,Long,"",1176,2025-07-11 10:53:17.54945,2025-07-11 10:53:17.54945,353886,45,f,146157,
119,45,35,2025-07-12 10:45:00,2025-07-12 11:30:00,45,Brow Lamination,,"",1153,2025-07-11 10:54:32.110048,2025-07-11 10:54:32.110048,353887,35,f,146158,
111,25,20,2025-07-12 10:30:00,2025-07-12 10:45:00,15,High Bikini (Hot Wax),,"",1243,2025-07-11 10:54:32.110048,2025-07-11 10:54:32.110048,353888,20,f,146158,
44,25,20,2025-07-11 10:00:00,2025-07-11 10:40:00,40,Wash and Blow Dry,Medium price,"",609,2025-07-11 10:54:33.724635,2025-07-11 10:54:33.724635,353889,20,f,145966,
54,12,12,2025-07-11 10:40:00,2025-07-11 10:50:00,10,File & Polish,,"",486,2025-07-11 10:54:33.724635,2025-07-11 10:54:33.724635,353890,12,f,145966,
54,3,3,2025-07-11 10:50:00,2025-07-11 10:55:00,5,Upper Lip,THREADING,"",773,2025-07-11 10:54:33.724635,2025-07-11 10:54:33.724635,353891,3,f,145966,
119,25,18,2025-07-11 17:50:00,2025-07-11 18:05:00,15,Half Legs,,"",1240,2025-07-11 10:55:10.352824,2025-07-11 10:55:10.352824,353892,18,f,146159,
54,5,5,2025-07-11 10:57:36,2025-07-11 11:02:36,5,Eyebrows,THREADING,"",771,2025-07-11 10:58:44.367009,2025-07-11 10:58:44.367009,353893,5,f,146160,
101,40,40,2025-07-11 11:30:00,2025-07-11 12:10:00,40,Wash & Cut,Medium price,"",361,2025-07-11 11:02:17.752404,2025-07-11 11:02:17.752404,353894,40,f,146030,
131,10,10,2025-07-11 11:00:00,2025-07-11 11:05:00,5,Eyebrows Tidy,Threading,"",185,2025-07-11 11:06:54.535039,2025-07-11 11:06:54.535039,353895,10,f,146085,
36,31,31,2025-07-11 11:45:00,2025-07-11 11:55:00,10,G-string,Hot Wax,"",206,2025-07-11 11:06:54.535039,2025-07-11 11:06:54.535039,353897,31,f,146085,
54,6,6,2025-07-11 15:20:00,2025-07-11 15:25:00,5,Eyebrows,WAXING,"",772,2025-07-11 11:12:29.760663,2025-07-11 11:12:29.760663,353898,6,f,146161,
54,4,4,2025-07-11 15:25:00,2025-07-11 15:30:00,5,Upper Lip,WAXING,"",774,2025-07-11 11:12:29.760663,2025-07-11 11:12:29.760663,353899,4,f,146161,
36,15,15,2025-07-11 12:05:00,2025-07-11 12:25:00,20,BAIB Removal,,"",1457,2025-07-11 11:18:02.098063,2025-07-11 11:18:02.098063,353900,15,f,146147,
36,28,28,2025-07-11 12:25:00,2025-07-11 12:55:00,30,Shellac Polish ( Shape & Polish),,"",702,2025-07-11 11:18:02.098063,2025-07-11 11:18:02.098063,353901,28,f,146147,
131,39,39,2025-07-11 11:30:00,2025-07-11 12:15:00,45,"Luxury Pedicure (shape, Cuticle,Dead Skin Removal , Scrub, massage & polish)",,"",261,2025-07-11 11:06:54.535039,2025-07-11 11:06:54.535039,353896,39,f,146085,
51,40,35,2025-07-11 09:30:00,2025-07-11 10:20:00,50,Pedicure With Shellac Polish,,"",493,2025-07-11 11:18:41.871454,2025-07-11 11:18:41.871454,353902,35,f,145484,
51,25,25,2025-07-11 10:20:00,2025-07-11 11:20:00,60,BIAB Infills,,"",1644,2025-07-11 11:18:41.871454,2025-07-11 11:18:41.871454,353903,25,f,145484,
51,10,10,2025-07-11 11:20:00,2025-07-11 11:35:00,15,Shellac Removal,,"",478,2025-07-11 11:18:41.871454,2025-07-11 11:18:41.871454,353904,10,f,145484,
51,5,5,2025-07-11 11:35:00,2025-07-11 11:40:00,5,Eyebrows,THREADING,"",771,2025-07-11 11:18:41.871454,2025-07-11 11:18:41.871454,353905,5,f,145484,
51,7,7,2025-07-12 10:00:00,2025-07-12 10:10:00,10,Eyebrows Tint,,"",469,2025-07-11 11:19:51.813232,2025-07-11 11:19:51.813232,353906,7,f,146162,
44,35,35,2025-07-12 10:10:00,2025-07-12 10:35:00,25,Amonia Free Root Color From,Short price,"",558,2025-07-11 11:19:51.813232,2025-07-11 11:19:51.813232,353907,35,f,146162,
44,40,40,2025-07-12 10:40:00,2025-07-12 11:10:00,30,Olaplex From,,"",795,2025-07-11 11:19:51.813232,2025-07-11 11:19:51.813232,353909,40,f,146162,
51,5,5,2025-07-11 12:20:00,2025-07-11 12:25:00,5,Eyebrows,THREADING,"",771,2025-07-11 11:29:30.025201,2025-07-11 11:29:30.025201,353912,5,f,146164,
51,12,12,2025-07-11 16:15:00,2025-07-11 16:25:00,10,Shape & Polish,,"",480,2025-07-11 11:36:58.182208,2025-07-11 11:36:58.182208,353913,12,f,146165,
51,28,28,2025-07-11 15:30:00,2025-07-11 16:10:00,40,"Luxury Pedicure (shape, Cuticle,Scrub, massage & polish)",,"",488,2025-07-11 11:36:58.182208,2025-07-11 11:36:58.182208,353914,28,f,146165,
51,5,5,2025-07-11 16:10:00,2025-07-11 16:15:00,5,Eyebrows,THREADING,"",771,2025-07-11 11:36:58.182208,2025-07-11 11:36:58.182208,353915,5,f,146165,
101,40,40,2025-07-11 12:10:00,2025-07-11 12:50:00,40,Wash & Cut,Medium price,"",361,2025-07-11 11:42:21.238572,2025-07-11 11:42:21.238572,353923,40,f,146090,
73,40,40,2025-07-11 11:20:00,2025-07-11 11:50:00,30,DRY CUT,Long price,"",386,2025-07-11 11:42:21.238572,2025-07-11 11:42:21.238572,353924,40,f,146090,
67,40,40,2025-07-11 11:50:00,2025-07-11 12:40:00,50,Wash & Blow Dry,Long price,"",347,2025-07-11 11:42:21.238572,2025-07-11 11:42:21.238572,353922,40,f,146090,
73,10,10,2025-07-11 11:50:00,2025-07-11 12:00:00,10,Neck line,Short price,"",388,2025-07-11 11:42:21.238572,2025-07-11 11:42:21.238572,353925,10,f,146090,
119,10,10,2025-07-11 15:00:00,2025-07-11 15:05:00,5,Eyebrows,Threading,"",1126,2025-07-11 12:01:26.121332,2025-07-11 12:01:26.121332,353931,10,f,146168,
119,40,35,2025-07-11 15:05:00,2025-07-11 15:30:00,25,Hollywood,,"",1275,2025-07-11 12:01:26.121332,2025-07-11 12:01:26.121332,353932,35,f,146168,
119,30,25,2025-07-11 15:30:00,2025-07-11 16:00:00,30,Shellac Polish (Shape & Polish),,"",1281,2025-07-11 12:01:26.121332,2025-07-11 12:01:26.121332,353933,25,f,146168,
44,30,30,2025-07-11 13:20:00,2025-07-11 13:45:00,25,Salon Root's colour (5cm),Short price,"",555,2025-07-11 12:03:39.443719,2025-07-11 12:03:39.443719,353938,30,f,146076,
111,10,10,2025-07-11 13:05:00,2025-07-11 13:10:00,5,Eyebrows,Threading,"",1126,2025-07-11 12:08:05.722216,2025-07-11 12:08:05.722216,353941,10,f,146171,
111,7,5,2025-07-11 13:10:00,2025-07-11 13:15:00,5,Upper lip,Threading,"",1128,2025-07-11 12:08:05.722216,2025-07-11 12:08:05.722216,353942,5,f,146171,
111,8,6,2025-07-11 13:00:00,2025-07-11 13:05:00,5,Chin,Threading,"",1132,2025-07-11 12:08:05.722216,2025-07-11 12:08:05.722216,353943,6,f,146171,
36,7,7,2025-07-11 13:00:00,2025-07-11 13:05:00,5,Upper Lip,Wax,"",397,2025-07-11 12:09:45.339235,2025-07-11 12:09:45.339235,353944,7,f,146163,
36,7,7,2025-07-11 13:05:00,2025-07-11 13:10:00,5,Chin,Wax,"",166,2025-07-11 12:09:45.339235,2025-07-11 12:09:45.339235,353945,7,f,146163,
36,5,5,2025-07-11 13:10:00,2025-07-11 13:15:00,5,Lower Lip,Wax,"",180,2025-07-11 12:09:45.339235,2025-07-11 12:09:45.339235,353946,5,f,146163,
54,7,7,2025-07-11 13:30:00,2025-07-11 13:40:00,10,Cut and Shape,,"",1635,2025-07-11 12:18:10.229397,2025-07-11 12:18:10.229397,353952,7,f,146172,
36,22,22,2025-07-11 14:35:00,2025-07-11 14:45:00,10,Bikini line,Hot Wax,"",194,2025-07-11 12:03:18.030292,2025-07-11 12:03:18.030292,353936,22,f,146170,
119,9,7,2025-07-11 14:50:00,2025-07-11 15:00:00,10,Face side,Threading,"",1136,2025-07-11 12:12:41.919198,2025-07-11 12:12:41.919198,353949,7,f,146173,
119,10,10,2025-07-11 14:45:00,2025-07-11 14:50:00,5,Eyebrows,Threading,"",1126,2025-07-11 12:12:41.919198,2025-07-11 12:12:41.919198,353948,10,f,146173,
51,5,5,2025-07-12 10:10:00,2025-07-12 10:15:00,5,Eyebrows,THREADING,"",771,2025-07-11 11:19:51.813232,2025-07-11 11:19:51.813232,353908,5,f,146162,
36,15,15,2025-07-11 14:45:00,2025-07-11 14:50:00,5,Under Arms,Hot Wax,"",742,2025-07-11 12:03:18.030292,2025-07-11 12:03:18.030292,353937,15,f,146170,
131,10,10,2025-07-11 13:20:00,2025-07-11 13:25:00,5,Eyebrows Tidy,Threading,"",185,2025-07-11 12:25:10.309563,2025-07-11 12:25:10.309563,353953,10,f,146174,
111,25,15,2025-07-11 15:35:00,2025-07-11 15:50:00,15,Half Arms,,"",1237,2025-07-11 12:31:01.713715,2025-07-11 12:31:01.713715,353954,15,f,146175,
111,25,18,2025-07-11 15:50:00,2025-07-11 16:05:00,15,Half Legs,,"",1240,2025-07-11 12:31:01.713715,2025-07-11 12:31:01.713715,353955,18,f,146175,
111,25,25,2025-07-12 10:00:00,2025-07-12 10:30:00,30,Full Face & Neck Bleach,,"",1233,2025-07-11 12:32:26.749299,2025-07-11 12:32:26.749299,353956,25,f,146000,
111,40,35,2025-07-12 17:00:00,2025-07-12 17:25:00,25,Hollywood,,"",1275,2025-07-11 12:33:17.542033,2025-07-11 12:33:17.542033,353957,35,f,146176,
51,5,5,2025-07-11 13:10:00,2025-07-11 13:15:00,5,Eyebrows,THREADING,"",771,2025-07-11 12:36:19.290264,2025-07-11 12:36:19.290264,353958,5,f,146177,
44,30,30,2025-07-12 09:00:00,2025-07-12 09:25:00,25,Salon Root's colour (5cm),Short price,"",555,2025-07-11 12:36:44.046612,2025-07-11 12:36:44.046612,353959,30,f,146178,
131,10,10,2025-07-11 13:30:00,2025-07-11 13:35:00,5,Eyebrows Tidy,Threading,"",185,2025-07-11 12:38:21.12303,2025-07-11 12:38:21.12303,353964,10,f,146179,
131,5,5,2025-07-11 13:35:00,2025-07-11 13:40:00,5,Upper Lip,Threading,"",398,2025-07-11 12:38:21.12303,2025-07-11 12:38:21.12303,353965,5,f,146179,
67,10,10,2025-07-12 12:00:00,2025-07-12 12:05:00,5,Eyebrows Tidy,Threading,"",185,2025-07-11 12:41:59.363138,2025-07-11 12:41:59.363138,353969,10,f,146098,
67,5,5,2025-07-12 12:05:00,2025-07-12 12:10:00,5,Upper Lip,Threading,"",398,2025-07-11 12:41:59.363138,2025-07-11 12:41:59.363138,353970,5,f,146098,
67,45,45,2025-07-12 12:10:00,2025-07-12 13:40:00,90,Root's Colour From,,"",734,2025-07-11 12:41:59.363138,2025-07-11 12:41:59.363138,353971,45,f,146098,
67,30,30,2025-07-12 10:00:00,2025-07-12 10:55:00,55,Hair Conditioning Treatment from,,"",738,2025-07-11 12:42:35.22517,2025-07-11 12:42:35.22517,353973,30,f,145759,
67,35,35,2025-07-12 10:55:00,2025-07-12 11:45:00,50,Wash & Blow Dry,Medium price,"",346,2025-07-11 12:42:35.22517,2025-07-11 12:42:35.22517,353972,35,f,145759,
36,10,10,2025-07-12 09:30:00,2025-07-12 09:35:00,5,Eyebrows Tidy,Threading,"",185,2025-07-11 13:15:00.083957,2025-07-11 13:15:00.083957,353998,10,f,146100,
36,10,10,2025-07-12 09:30:00,2025-07-12 09:35:00,5,Eyebrows Tidy,Threading,"",185,2025-07-11 13:16:26.896153,2025-07-11 13:16:26.896153,353999,10,f,146183,
98,45,45,2025-07-12 12:00:00,2025-07-12 13:30:00,90,Root's Colour From,,"",734,2025-07-11 12:43:48.230097,2025-07-11 12:43:48.230097,353974,45,f,146097,
98,10,10,2025-07-12 13:30:00,2025-07-12 13:35:00,5,Eyebrows Tidy,Threading,"",185,2025-07-11 12:43:48.230097,2025-07-11 12:43:48.230097,353975,10,f,146097,
98,5,5,2025-07-12 13:35:00,2025-07-12 13:40:00,5,Upper Lip,Threading,"",398,2025-07-11 12:43:48.230097,2025-07-11 12:43:48.230097,353976,5,f,146097,
132,35,35,2025-07-12 12:00:00,2025-07-12 12:45:00,45,"Pedicure Luxury (Shape, Cuticle Work and Massage, Mask)",,"",278,2025-07-11 12:51:45.016735,2025-07-11 12:51:45.016735,353979,35,f,146115,
132,27,27,2025-07-12 12:45:00,2025-07-12 13:25:00,40,"Manicure Luxury (Shape, Cuticle Work and Massage, Scrub)",,"",293,2025-07-11 12:51:45.016735,2025-07-11 12:51:45.016735,353980,27,f,146115,
119,40,35,2025-07-11 13:50:00,2025-07-11 14:45:00,55,"Luxury Pedicure ( Shape, Cuticle, Hard skin, Scrub, Massage,Polish )",,"",1286,2025-07-11 12:12:41.919198,2025-07-11 12:12:41.919198,353950,35,f,146173,
36,48,48,2025-07-11 13:20:00,2025-07-11 14:10:00,50,Pedicure With Shellac Polish,,"",257,2025-07-11 13:02:36.504046,2025-07-11 13:02:36.504046,353986,48,f,146014,
36,10,10,2025-07-11 14:10:00,2025-07-11 14:30:00,20,Shellac Removal,,"",259,2025-07-11 13:02:36.504046,2025-07-11 13:02:36.504046,353987,10,f,146014,
51,35,30,2025-07-11 13:35:00,2025-07-11 14:00:00,25,Hollywood,Hot Wax,"",448,2025-07-11 13:02:43.90325,2025-07-11 13:02:43.90325,353988,30,f,146145,
51,10,10,2025-07-11 13:30:00,2025-07-11 13:35:00,5,Under Arms,Hot Wax,"",423,2025-07-11 13:02:43.90325,2025-07-11 13:02:43.90325,353989,10,f,146145,
51,5,5,2025-07-11 13:25:00,2025-07-11 13:30:00,5,Eyebrows,THREADING,"",771,2025-07-11 13:02:43.90325,2025-07-11 13:02:43.90325,353990,5,f,146145,
67,48,48,2025-07-11 12:50:00,2025-07-11 13:40:00,50,Pedicure With Shellac Polish,,"",257,2025-07-11 13:07:07.410771,2025-07-11 13:07:07.410771,353991,48,f,146167,
67,10,10,2025-07-11 13:40:00,2025-07-11 13:45:00,5,Eyebrows Tidy,Threading,"",185,2025-07-11 13:07:07.410771,2025-07-11 13:07:07.410771,353992,10,f,146167,
67,6,6,2025-07-11 13:45:00,2025-07-11 13:50:00,5,Forehead,Threading,"",169,2025-07-11 13:07:07.410771,2025-07-11 13:07:07.410771,353993,6,f,146167,
67,5,5,2025-07-11 13:50:00,2025-07-11 13:55:00,5,Upper Lip,Threading,"",398,2025-07-11 13:07:07.410771,2025-07-11 13:07:07.410771,353994,5,f,146167,
54,3,3,2025-07-11 13:14:14,2025-07-11 13:19:14,5,Upper Lip,THREADING,"",773,2025-07-11 13:14:36.597238,2025-07-11 13:14:36.597238,353996,3,f,146182,
54,2,2,2025-07-11 13:19:14,2025-07-11 13:24:14,5,Lower Lip,THREADING,"",775,2025-07-11 13:14:36.597238,2025-07-11 13:14:36.597238,353997,2,f,146182,
67,40,40,2025-07-11 15:00:00,2025-07-11 15:50:00,50,Wash & Blow Dry,Long price,"",347,2025-07-11 13:18:07.233938,2025-07-11 13:18:07.233938,354000,40,f,146184,
36,5,5,2025-07-11 12:00:00,2025-07-11 12:05:00,5,Upper Lip,Threading,"",398,2025-07-11 13:20:14.397365,2025-07-11 13:20:14.397365,354003,5,f,146185,
36,4,4,2025-07-11 11:55:00,2025-07-11 12:00:00,5,Lower Lip,Threading,"",181,2025-07-11 13:20:14.397365,2025-07-11 13:20:14.397365,354002,4,f,146185,
36,6,6,2025-07-11 12:05:00,2025-07-11 12:10:00,5,Chin,Threading,"",167,2025-07-11 13:20:14.397365,2025-07-11 13:20:14.397365,354001,6,f,146185,
51,48,48,2025-07-11 15:00:00,2025-07-11 16:20:00,80,Luxury Manicure & Luxury pedicure,,"",499,2025-07-11 13:27:44.213849,2025-07-11 13:27:44.213849,354004,48,f,146186,
101,35,35,2025-07-11 13:00:00,2025-07-11 13:50:00,50,Wash & Blow Dry,Medium price,"",346,2025-07-11 13:33:09.590014,2025-07-11 13:33:09.590014,354005,35,f,146150,
131,34,34,2025-07-11 13:50:00,2025-07-11 14:15:00,25,Full Legs,Strip Wax,"",188,2025-07-11 13:33:09.590014,2025-07-11 13:33:09.590014,354006,34,f,146150,
131,15,15,2025-07-11 14:15:00,2025-07-11 14:20:00,5,Under Arms,Hot Wax,"",742,2025-07-11 13:33:09.590014,2025-07-11 13:33:09.590014,354007,15,f,146150,
44,25,20,2025-07-11 13:45:00,2025-07-11 14:25:00,40,Wash and Blow Dry,Medium price,"",609,2025-07-11 13:38:54.942317,2025-07-11 13:38:54.942317,354010,20,f,146121,
44,5,5,2025-07-11 14:25:00,2025-07-11 14:30:00,5,Fringe Trim,"","",601,2025-07-11 13:38:54.942317,2025-07-11 13:38:54.942317,354011,5,f,146121,
54,20,16,2025-07-11 14:30:00,2025-07-11 14:45:00,15,Dry Cut,Short price,"",1372,2025-07-11 13:38:54.942317,2025-07-11 13:38:54.942317,354012,16,f,146121,
54,2,2,2025-07-11 14:45:00,2025-07-11 14:50:00,5,Lower Lip,THREADING,"",775,2025-07-11 13:38:54.942317,2025-07-11 13:38:54.942317,354013,2,f,146121,
101,35,35,2025-07-11 14:45:00,2025-07-11 15:35:00,50,Wash & Blow Dry,Medium price,"",346,2025-07-11 13:57:56.203867,2025-07-11 13:57:56.203867,354015,35,f,146151,
51,48,48,2025-07-12 11:00:00,2025-07-12 12:20:00,80,Luxury Manicure & Luxury pedicure,,"",499,2025-07-11 14:09:53.898794,2025-07-11 14:09:53.898794,354018,48,f,146189,
117,55,55,2025-07-11 15:15:00,2025-07-11 16:15:00,60,Wash/Cut/Blowdry,Long,"",1172,2025-07-11 14:10:48.236277,2025-07-11 14:10:48.236277,354019,55,f,146190,
111,45,35,2025-07-11 14:30:00,2025-07-11 15:15:00,45,Manicure with Shellac Polish,,"",1283,2025-07-11 14:14:00.575571,2025-07-11 14:14:00.575571,354021,35,f,146082,
113,20,20,2025-07-11 15:20:00,2025-07-11 15:50:00,30,Hair Mask,,"",1649,2025-07-11 14:10:48.236277,2025-07-11 14:10:48.236277,354020,20,f,146190,
111,5,5,2025-07-11 15:15:00,2025-07-11 15:35:00,20,Polish remove,,"",1545,2025-07-11 14:14:00.575571,2025-07-11 14:14:00.575571,354022,5,f,146082,
36,25,25,2025-07-11 15:15:00,2025-07-11 15:30:00,15,Half Legs,Strip Wax,"",214,2025-07-11 14:02:15.084443,2025-07-11 14:02:15.084443,354016,25,f,146187,
36,15,15,2025-07-11 15:30:00,2025-07-11 15:35:00,5,Under Arms,Hot Wax,"",742,2025-07-11 14:02:15.084443,2025-07-11 14:02:15.084443,354017,15,f,146187,
111,10,10,2025-07-11 16:40:00,2025-07-11 16:45:00,5,Eyebrows,Threading,"",1126,2025-07-11 12:59:31.962738,2025-07-11 12:59:31.962738,353984,10,f,146181,
111,7,5,2025-07-11 16:10:00,2025-07-11 16:15:00,5,Upper lip,Threading,"",1128,2025-07-11 12:59:31.962738,2025-07-11 12:59:31.962738,353985,5,f,146181,
98,30,30,2025-07-13 10:05:00,2025-07-13 11:00:00,55,Hair Conditioning Treatment from,,"",738,2025-07-11 12:53:26.382209,2025-07-11 12:53:26.382209,353981,30,f,146180,
73,40,40,2025-07-15 12:00:00,2025-07-15 12:50:00,50,Wash & Blow Dry,Long price,"",347,2025-07-11 14:28:16.094645,2025-07-11 14:28:16.094645,354026,40,f,146191,
98,10,10,2025-07-11 14:35:00,2025-07-11 14:55:00,20,Shellac Removal,,"",701,2025-07-11 14:31:58.811879,2025-07-11 14:31:58.811879,354027,10,f,146133,
98,28,28,2025-07-11 14:55:00,2025-07-11 15:25:00,30,Shellac Polish ( Shape & Polish),,"",702,2025-07-11 14:31:58.811879,2025-07-11 14:31:58.811879,354028,28,f,146133,
98,10,10,2025-07-11 15:25:00,2025-07-11 15:30:00,5,Eyebrows Tidy,Threading,"",185,2025-07-11 14:31:58.811879,2025-07-11 14:31:58.811879,354029,10,f,146133,
98,5,5,2025-07-11 15:30:00,2025-07-11 15:35:00,5,Upper Lip,Threading,"",398,2025-07-11 14:31:58.811879,2025-07-11 14:31:58.811879,354030,5,f,146133,
54,5,5,2025-07-11 16:11:20,2025-07-11 16:16:20,5,Eyebrows,THREADING,"",771,2025-07-11 16:12:19.186328,2025-07-11 16:12:19.186328,354077,5,f,146205,
54,3,3,2025-07-11 16:16:20,2025-07-11 16:21:20,5,Upper Lip,THREADING,"",773,2025-07-11 16:12:19.186328,2025-07-11 16:12:19.186328,354078,3,f,146205,
119,40,40,2025-07-12 11:30:00,2025-07-12 12:20:00,50,BIAB Overlay,,"",1466,2025-07-11 16:18:52.326823,2025-07-11 16:18:52.326823,354079,40,f,146206,
54,5,5,2025-07-11 14:37:17,2025-07-11 14:42:17,5,Eyebrows,THREADING,"",771,2025-07-11 14:37:57.764436,2025-07-11 14:37:57.764436,354034,5,f,146192,
54,6,6,2025-07-11 14:47:17,2025-07-11 14:52:17,5,Eyebrows,WAXING,"",772,2025-07-11 14:37:57.764436,2025-07-11 14:37:57.764436,354035,6,f,146192,
54,3,3,2025-07-11 14:42:17,2025-07-11 14:47:17,5,Upper Lip,THREADING,"",773,2025-07-11 14:37:57.764436,2025-07-11 14:37:57.764436,354036,3,f,146192,
54,5,5,2025-07-11 14:20:00,2025-07-11 14:25:00,5,Eyebrows,THREADING,"",771,2025-07-11 14:45:14.784952,2025-07-11 14:45:14.784952,354039,5,f,146116,
44,35,28,2025-07-11 14:25:00,2025-07-11 15:05:00,40,Wash & cut,Long price,"",592,2025-07-11 14:45:14.784952,2025-07-11 14:45:14.784952,354040,28,f,146116,
44,5,5,2025-07-11 15:05:00,2025-07-11 15:10:00,5,Fringe Trim,"","",601,2025-07-11 14:45:14.784952,2025-07-11 14:45:14.784952,354041,5,f,146116,
54,2,2,2025-07-11 15:10:00,2025-07-11 15:15:00,5,Lower Lip,THREADING,"",775,2025-07-11 14:45:14.784952,2025-07-11 14:45:14.784952,354042,2,f,146116,
44,35,28,2025-07-11 14:30:00,2025-07-11 15:10:00,40,Wash & cut,Long price,"",592,2025-07-11 14:45:55.830107,2025-07-11 14:45:55.830107,354043,28,f,146149,
44,5,5,2025-07-11 15:10:00,2025-07-11 15:15:00,5,Fringe Trim,"","",601,2025-07-11 14:45:55.830107,2025-07-11 14:45:55.830107,354044,5,f,146149,
44,2,2,2025-07-11 15:15:00,2025-07-11 15:20:00,5,Lower Lip,THREADING,"",775,2025-07-11 14:45:55.830107,2025-07-11 14:45:55.830107,354045,2,f,146149,
36,40,40,2025-07-11 16:00:00,2025-07-11 17:00:00,60,BAIB overlay,,"",1456,2025-07-11 14:48:28.061563,2025-07-11 14:48:28.061563,354049,40,f,146193,
51,6,6,2025-07-11 14:57:30,2025-07-11 15:02:30,5,Eyebrows,WAXING,"",772,2025-07-11 14:58:01.071612,2025-07-11 14:58:01.071612,354050,6,f,146195,
111,40,35,2025-07-13 13:00:00,2025-07-13 13:45:00,45,Pedicure,,"",1358,2025-07-11 15:03:34.833842,2025-07-11 15:03:34.833842,354051,35,f,146196,
111,30,30,2025-07-13 13:45:00,2025-07-13 14:15:00,30,Back And Shoulders,,"",1400,2025-07-11 15:03:34.833842,2025-07-11 15:03:34.833842,354052,30,f,146196,
54,5,5,2025-07-11 16:15:00,2025-07-11 16:20:00,5,Eyebrows,THREADING,"",771,2025-07-11 15:03:52.847136,2025-07-11 15:03:52.847136,354054,5,f,146197,
